ID,Country,age,gender,ses,jobnature,religion,married,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,EXPBCL01,EXPBCL02,EXPBCL03,EXPBBL01,EXPBBL02,EXPBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,history_discrimination,og_hostility,og_cooperation,fight_outgroup,imagistic,Event_positive_affect,Event_negative_affect,Event_episodic_recall,Event_shared_perception,Event_event_reflection,Event_transformative_indiv,Event_transformative_group,bbl,bcl,igfusion,igidentification,ogbonds,empathic_concern,perspective_taking,Event_reflection,Event_imagistic,BCL,BBL,Ingroup_fusion,Ingroup_identification,Outgroup_bonds,Age,Gender: ,SES: ,Empathic_concern,Perspective_taking,Perceived_discrimination,OG_hostility,OG_cooperation,Fight_OG
PAK21,Pakistan,35,Male,Middle,Student,Sikh,Married,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,,6,7,1,2,2,7,7,7,7,7,7,7,1,3,7,1,43,1,7,7,7,7,7,7,1.33333333333333,7,7,7,7,7,7,7,43,7,1.33333333333333,7,7,7,35,Male,Middle,7,7,1,3,7,1
PAK210,Pakistan,52,Male,Upper middle,Government,Muslim: Shia,Married,7,7,7,7,7,7,7,4,1,1,1,1,7,7,4,4,3,3,,7,7,4,3,1,6,3,7,7,7,7,7,4,4,7,1,41.5,7,1,7,7,6,6.5,7,3.33333333333333,6,7,7,2.5,5.33333333333333,7,6,41.5,6,3.33333333333333,7,7,2.5,52,Male,Upper middle,5.33333333333333,7,4,4,7,1
PAK211,Pakistan,69,Male,Upper,Self-employed,Muslim: Shia,Married,7,7,7,7,6,6,4,4,4,4,3,3,7,6,6,3,2,2,,6,5,5,2,2,7,6,7,7,7,7,7,6,4,6,1,40,7,1,7,7,5.5,5.5,7,2.33333333333333,6.33333333333333,7,6.33333333333333,3.66666666666667,6.66666666666667,7,5.5,40,6.33333333333333,2.33333333333333,7,6.33333333333333,3.66666666666667,69,Male,Upper,6.66666666666667,7,6,4,6,1
PAK212,Pakistan,22,Male,Upper middle,Self-employed,Muslim: Shia,Unmarried,7,7,7,7,7,7,4,3,2,1,2,4,7,7,7,7,4,1,,6,7,4,5,1,7,4,7,6,4,3,7,3,3.5,7,1,37,4,4,7,6,5,5.5,5.5,4,7,7,7,2.66666666666667,6,5,5,37,7,4,7,7,2.66666666666667,22,Male,Upper middle,6,5,3,3.5,7,1
PAK213,Pakistan,46,Male,Upper middle,Non-government,Muslim: Shia,Married,7,7,7,7,7,7,3,2,2,1,1,1,6,7,7,4,3,3,,7,7,4,6,3,6,6,5,5,5,6,6,7,6.5,7,3,41.5,1,7,7,6.5,7,7,6,3.33333333333333,6.66666666666667,7,7,1.66666666666667,5.66666666666667,5.5,7,41.5,6.66666666666667,3.33333333333333,7,7,1.66666666666667,46,Male,Upper middle,5.66666666666667,5.5,7,6.5,7,3
PAK214,Pakistan,21,Male,Middle,Self-employed,Muslim: Shia,Unmarried,7,7,7,7,6,6,5,1,4,4,5,7,7,7,7,2,5,1,,7,7,1,3,2,6,5,6,6,6,7,4,6,4.5,7,3,32,1,5,4.5,5.5,5,5.5,5.5,2.66666666666667,7,7,6.33333333333333,4.33333333333333,5.66666666666667,5.75,5,32,7,2.66666666666667,7,6.33333333333333,4.33333333333333,21,Male,Middle,5.66666666666667,5.75,6,4.5,7,3
PAK215,Pakistan,45,Male,Middle,Self-employed,Muslim: Shia,Married,7,7,7,6,6,6,1,1,1,1,1,1,7,5,5,2,7,5,,6,5,3,6,2,6,7,7,6,6,7,6,7,6.5,1.5,2,39.5,1,7,6.5,6.5,6,6,6.5,4.66666666666667,5.66666666666667,7,6,1,6.66666666666667,6.25,6,39.5,5.66666666666667,4.66666666666667,7,6,1,45,Male,Middle,6.66666666666667,6.25,7,6.5,1.5,2
PAK216,Pakistan,45,Male,Middle,Government,Muslim: Shia,Married,7,6,5,5,7,6,6,5,7,7,6,5,5,5,5,5,5,6,,6,6,5,6,5,3,7,3,5,6,7,5,3,1.5,1.5,6,38.5,3,5,6,6.5,6,5.5,6.5,5.33333333333333,5,6,6,6,4.33333333333333,5.75,6,38.5,5,5.33333333333333,6,6,6,45,Male,Middle,4.33333333333333,5.75,3,1.5,1.5,6
PAK217,Pakistan,38,Male,Middle,Government,Muslim: Shia,Married,7,5,7,6,5,5,2,2,1,1,2,1,7,6,7,6,5,5,,7,6,4,5,4,5,7,7,7,7,7,6,6,7,5.5,5,32.5,1,6,5.5,6,3.5,4,6.5,5.33333333333333,6.66666666666667,6.33333333333333,5.33333333333333,1.5,6.33333333333333,6.75,3.5,32.5,6.66666666666667,5.33333333333333,6.33333333333333,5.33333333333333,1.5,38,Male,Middle,6.33333333333333,6.75,6,7,5.5,5
PAK218,Pakistan,35,Male,Upper middle,Government,Muslim: Shia,Married,7,7,5,4,6,7,6,4,1,4,7,6,6,6,6,3,7,4,,5,6,1,2,1,6,7,7,7,7,7,6,7,5,6,4,31.5,1,5,4.5,6,4.5,5,5.5,4.66666666666667,6,6.33333333333333,5.66666666666667,4.66666666666667,6.66666666666667,6.75,4.5,31.5,6,4.66666666666667,6.33333333333333,5.66666666666667,4.66666666666667,35,Male,Upper middle,6.66666666666667,6.75,7,5,6,4
PAK219,Pakistan,19,Male,Middle,Self-employed,Muslim: Shia,Unmarried,7,7,6,7,6,7,5,6,4,4,6,5,6,6,7,3,6,2,,7,7,2,3,2,6,4,6,6,6,7,5,7,4.5,6,1,32,1,5,5.5,5.5,5,5.5,4.5,3.66666666666667,6.33333333333333,6.66666666666667,6.66666666666667,5,5.33333333333333,6,5,32,6.33333333333333,3.66666666666667,6.66666666666667,6.66666666666667,5,19,Male,Middle,5.33333333333333,6,7,4.5,6,1
PAK22,Pakistan,22,Female,Upper middle,Student,Christian: Protestant,Unmarried,7,7,7,1,7,7,7,1,1,1,4,4,7,5,2,4,4,4,,6,6,7,7,7,6,7,7,7,6,7,5,7,4.5,7,2,35.5,1,7,5.5,7,7,4,4,4,4.66666666666667,7,5,3,6.66666666666667,6.25,7,35.5,4.66666666666667,4,7,5,3,22,Female,Upper middle,6.66666666666667,6.25,7,4.5,7,2
PAK220,Pakistan,19,Male,Middle,Self-employed,Muslim: Shia,Unmarried,7,7,6,7,6,7,2,4,4,4,6,5,7,7,6,5,4,2,,6,6,3,4,2,7,6,6,6,6,7,4,7,4.5,6,1,32,1,5,4.5,5.5,5,5.5,5.5,3.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,4.16666666666667,6.33333333333333,5.75,5,32,6.66666666666667,3.66666666666667,6.66666666666667,6.66666666666667,4.16666666666667,19,Male,Middle,6.33333333333333,5.75,7,4.5,6,1
PAK221,Pakistan,24,Male,Middle,Non-government,Muslim: Shia,Unmarried,7,7,6,7,6,7,5,2,4,4,6,5,6,6,7,3,6,2,,7,7,2,3,2,6,7,6,6,6,7,5,7,4.5,6,1,31.5,1,5,4.5,5,5,5.5,5.5,3.66666666666667,6.33333333333333,6.66666666666667,6.66666666666667,4.33333333333333,6.33333333333333,6,5,31.5,6.33333333333333,3.66666666666667,6.66666666666667,6.66666666666667,4.33333333333333,24,Male,Middle,6.33333333333333,6,7,4.5,6,1
PAK222,Pakistan,18,Female,Middle,Non-government,Muslim: Shia,Unmarried,7,7,5,6,7,7,4,5,4,4,5,5,7,5,6,5,4,4,,5,6,6,6,4,5,6,4,4,5,5,4,6,3,7,1,42,1,7,6,7,7,7,7,4.33333333333333,6,6.33333333333333,6.66666666666667,4.5,5,4.5,7,42,6,4.33333333333333,6.33333333333333,6.66666666666667,4.5,18,Female,Middle,5,4.5,6,3,7,1
PAK223,Pakistan,32,Female,Middle,Non-government,Muslim: Shia,Married,7,7,7,7,7,7,4,4,4,1,4,2,6,6,6,6,5,2,,6,6,5,3,2,7,5,4,5,4,4,4,4,4,5.5,2,40.5,3,5,7,7,6,6.5,6,4.33333333333333,6,7,7,3.16666666666667,5.33333333333333,4.25,6,40.5,6,4.33333333333333,7,7,3.16666666666667,32,Female,Middle,5.33333333333333,4.25,4,4,5.5,2
PAK224,Pakistan,40,Female,Upper middle,Non-government,Muslim: Shia,Married,6,7,7,7,6,6,6,2,4,2,5,3,6,6,6,2,5,2,,3,4,6,6,6,7,6,6,7,7,5,4,6,1,5.5,1,34,1,5,6,6,5.5,5,5.5,3,6,6.66666666666667,6.33333333333333,3.66666666666667,6.33333333333333,5.75,5.5,34,6,3,6.66666666666667,6.33333333333333,3.66666666666667,40,Female,Upper middle,6.33333333333333,5.75,6,1,5.5,1
PAK225,Pakistan,34,Female,Middle,Government,Muslim: Shia,Married,7,7,7,7,7,7,1,1,1,1,1,1,2,2,3,5,3,2,,5,4,4,5,3,3,4,5,6,5,6,5,7,7,2,2,35,3,6,6,6,5.5,5.5,3,3.33333333333333,2.33333333333333,7,7,1,4,5.5,5.5,35,2.33333333333333,3.33333333333333,7,7,1,34,Female,Middle,4,5.5,7,7,2,2
PAK226,Pakistan,24,Female,Middle,Self-employed,Muslim: Shia,Married,6,4,6,6,6,6,4,4,4,2,6,4,6,3,4,2,2,1,,6,2,6,2,2,6,6,4,6,7,7,7,4,3,5,4,34.5,6,4,6,4,3,6.5,5,1.66666666666667,4.33333333333333,5.33333333333333,6,4,5.33333333333333,6.75,3,34.5,4.33333333333333,1.66666666666667,5.33333333333333,6,4,24,Female,Middle,5.33333333333333,6.75,4,3,5,4
PAK227,Pakistan,23,Female,Upper middle,Self-employed,Muslim: Shia,Other,5,5,5,4,4,7,4,3,3,4,2,2,3,6,6,2,2,2,,5,6,1,1,1,5,4,3,5,4,3,3,2,3.5,6,2,35,1,7,6,5.5,5,5.5,5,2,5,5,5,3,4,3.75,5,35,5,2,5,5,3,23,Female,Upper middle,4,3.75,2,3.5,6,2
PAK228,Pakistan,20,Female,Middle,Self-employed,Muslim: Shia,Unmarried,5,5,6,6,6,6,4,3,6,2,4,5,6,6,6,3,2,2,,5,6,1,1,6,2,7,3,4,6,4,1,3,3,5,2,33,6,2,5.5,5,4,5,5.5,2.33333333333333,6,5.33333333333333,6,4,4,3.75,4,33,6,2.33333333333333,5.33333333333333,6,4,20,Female,Middle,4,3.75,3,3,5,2
PAK229,Pakistan,27,Female,Lower middle,Non-government,Muslim: Shia,Married,6,6,6,5,7,7,4,4,3,2,4,4,6,6,7,6,5,4,,3,4,5,5,3,6,4,6,7,6,6,5,6,5,5,1,,1,7,7,7,,4.5,4,5,6.33333333333333,6,6.33333333333333,3.5,5.33333333333333,6,,,6.33333333333333,5,6,6.33333333333333,3.5,27,Female,Lower middle,5.33333333333333,6,6,5,5,1
PAK23,Pakistan,29,Male,Middle,Student,Christian: Protestant,Unmarried,6,6,7,7,6,7,6,6,7,6,6,6,7,6,7,2,2,2,,7,7,1,4,1,4,6,6,5,5,5,5,6,5,6.5,1,35.5,7,6,4,7,2,4.5,5,2,6.66666666666667,6.33333333333333,6.66666666666667,6.16666666666667,5.33333333333333,5,2,35.5,6.66666666666667,2,6.33333333333333,6.66666666666667,6.16666666666667,29,Male,Middle,5.33333333333333,5,6,5,6.5,1
PAK230,Pakistan,29,Female,Upper,Non-government,Muslim: Shia,Married,7,7,7,6,7,7,3,3,3,1,2,1,7,7,7,4,4,4,,7,7,4,7,2,7,7,7,6,6,7,6,4,4.5,7,1,41.5,1,7,7,6.5,7,7,6,4,7,7,6.66666666666667,2.16666666666667,7,6.25,7,41.5,7,4,7,6.66666666666667,2.16666666666667,29,Female,Upper,7,6.25,4,4.5,7,1
PAK231,Pakistan,19,Female,Middle,Self-employed,Muslim: Shia,Married,7,7,7,7,7,7,5,5,5,1,6,6,6,6,6,2,3,3,,5,6,2,3,2,6,6,6,6,6,5,4,2,2,7,1,42,7,1,7,7,6,7,7,2.66666666666667,6,7,7,4.66666666666667,6,5.25,6,42,6,2.66666666666667,7,7,4.66666666666667,19,Female,Middle,6,5.25,2,2,7,1
PAK232,Pakistan,52,Female,Upper middle,Self-employed,Muslim: Shia,Married,7,7,7,7,7,7,2,2,2,1,6,3,6,6,6,3,5,3,,5,5,3,5,3,6,5,6,5,5,4,4,2,4.5,7,2,43,1,7,7,7,7,7,7,3.66666666666667,6,7,7,2.66666666666667,5.66666666666667,4.5,7,43,6,3.66666666666667,7,7,2.66666666666667,52,Female,Upper middle,5.66666666666667,4.5,2,4.5,7,2
PAK233,Pakistan,26,Female,Middle,Non-government,Muslim: Shia,Married,6,5,5,5,6,6,3,2,4,1,5,4,7,6,6,1,3,3,,7,7,1,4,2,7,7,7,6,6,6,6,4,4,6,1,39,1,7,7,7,6,5.5,5.5,2.33333333333333,6.33333333333333,5.33333333333333,5.66666666666667,3.16666666666667,7,6,6,39,6.33333333333333,2.33333333333333,5.33333333333333,5.66666666666667,3.16666666666667,26,Female,Middle,7,6,4,4,6,1
PAK234,Pakistan,45,Female,Middle,Self-employed,Muslim: Shia,Married,7,7,7,7,7,7,3,4,4,2,6,4,6,6,6,2,3,3,,6,6,2,3,2,7,7,7,6,6,6,4,4,2.5,7,1,43,7,1,7,7,7,7,7,2.66666666666667,6,7,7,3.83333333333333,7,5.5,7,43,6,2.66666666666667,7,7,3.83333333333333,45,Female,Middle,7,5.5,4,2.5,7,1
PAK235,Pakistan,53,Female,Lower middle,Self-employed,Muslim: Shia,Other,6,6,6,7,7,7,2,2,2,3,3,3,6,6,5,1,3,1,,6,6,6,5,2,7,7,7,6,6,4,5,5,5,7,1,35,2,6,6,6,5,5,5,1.66666666666667,5.66666666666667,6,7,2.5,7,5.25,5,35,5.66666666666667,1.66666666666667,6,7,2.5,53,Female,Lower middle,7,5.25,5,5,7,1
PAK236,Pakistan,35,Female,Middle,Non-government,Muslim: Shia,Married,7,7,6,7,4,5,3,5,2,2,3,2,6,5,5,4,5,3,,5,6,6,5,3,6,6,6,4,5,1,5,4,6.5,4,4,37,2,6,6.5,6,5.5,5.5,5.5,4,5.33333333333333,6.66666666666667,5.33333333333333,2.83333333333333,6,3.75,5.5,37,5.33333333333333,4,6.66666666666667,5.33333333333333,2.83333333333333,35,Female,Middle,6,3.75,4,6.5,4,4
PAK237,Pakistan,25,Female,Middle,Self-employed,Muslim: Shia,Married,3,2,1,6,6,6,4,2,2,2,2,2,6,7,7,2,1,1,,3,4,5,2,4,7,7,7,7,7,7,7,2,3.5,7,1,32,1,7,6,5,5.5,5,2.5,1.33333333333333,6.66666666666667,2,6,2.33333333333333,7,7,5.5,32,6.66666666666667,1.33333333333333,2,6,2.33333333333333,25,Female,Middle,7,7,2,3.5,7,1
PAK238,Pakistan,26,Female,Middle,Non-government,Muslim: Shia,Married,7,5,5,7,6,7,4,1,2,1,2,2,7,7,7,1,4,1,,5,4,4,5,3,7,7,6,6,6,7,7,2,1,7,1,31,1,6,4.5,6,4.5,5,4,2,7,5.66666666666667,6.66666666666667,2,6.66666666666667,6.5,4.5,31,7,2,5.66666666666667,6.66666666666667,2,26,Female,Middle,6.66666666666667,6.5,2,1,7,1
PAK239,Pakistan,38,Female,Middle,Government,Muslim: Shia,Married,7,6,5,5,6,6,4,4,3,3,3,3,6,5,5,5,6,5,,5,5,5,5,5,5,6,5,5,5,5,5,4,4,4,4,34,6,2,5,5,5,5,6,5.33333333333333,5.33333333333333,6,5.66666666666667,3.33333333333333,5.33333333333333,5,5,34,5.33333333333333,5.33333333333333,6,5.66666666666667,3.33333333333333,38,Female,Middle,5.33333333333333,5,4,4,4,4
PAK24,Pakistan,27,Male,Middle,Government,Hindu,Unmarried,6,4,4,6,6,6,6,4,2,2,2,2,6,5,5,6,6,2,,5,6,5,3,3,6,6,6,4,6,6,4,3,3,6.5,2,27.5,2,5,5,6,2,3.5,4,4.66666666666667,5.33333333333333,4.66666666666667,6,3,6,5,2,27.5,5.33333333333333,4.66666666666667,4.66666666666667,6,3,27,Male,Middle,6,5,3,3,6.5,2
PAK240,Pakistan,34,Female,Middle,Self-employed,Muslim: Shia,Married,7,6,7,7,7,7,4,4,4,2,6,4,5,5,5,1,3,3,,6,6,1,5,1,7,7,7,5,5,5,5,2,2,7,1,40.5,1,7,7,7,6,6.5,6,2.33333333333333,5,6.66666666666667,7,4,7,5,6,40.5,5,2.33333333333333,6.66666666666667,7,4,34,Female,Middle,7,5,2,2,7,1
PAK241,Pakistan,27,Female,Middle,Self-employed,Muslim: Shia,Married,7,7,7,7,7,7,5,4,2,1,4,1,6,6,6,3,5,5,,6,6,3,5,3,6,1,1,7,6,5,5,5,4,6.5,2,37.5,7,1,6,6,5,6,6.5,4.33333333333333,6,7,7,2.83333333333333,2.66666666666667,5.75,5,37.5,6,4.33333333333333,7,7,2.83333333333333,27,Female,Middle,2.66666666666667,5.75,5,4,6.5,2
PAK242,Pakistan,58,Female,Upper middle,Self-employed,Muslim: Shia,Married,7,7,7,7,7,7,4,4,4,5,1,3,6,6,6,2,5,2,,6,6,2,5,2,6,7,7,6,5,5,5,3,2,7,1,34,1,7,6,6,5,4,5,3,6,7,7,3.5,6.66666666666667,5.25,5,34,6,3,7,7,3.5,58,Female,Upper middle,6.66666666666667,5.25,3,2,7,1
PAK243,Pakistan,18,Female,Middle,Self-employed,Muslim: Shia,Unmarried,3,7,7,5,5,6,6,4,4,2,2,2,6,4,5,2,7,2,,4,4,2,4,6,6,7,7,6,7,7,6,5,5.5,6.5,2,37,1,7,6,6,6,5.5,5.5,3.66666666666667,5,5.66666666666667,5.33333333333333,3.33333333333333,6.66666666666667,6.5,6,37,5,3.66666666666667,5.66666666666667,5.33333333333333,3.33333333333333,18,Female,Middle,6.66666666666667,6.5,5,5.5,6.5,2
PAK244,Pakistan,32,Female,Middle,Government,Muslim: Shia,Married,7,7,7,7,6,6,5,1,4,4,5,7,7,7,7,2,5,1,,7,7,1,3,2,6,5,6,6,6,7,4,6,4.5,7,3,32,1,5,4.5,5.5,5,5.5,5.5,2.66666666666667,7,7,6.33333333333333,4.33333333333333,5.66666666666667,5.75,5,32,7,2.66666666666667,7,6.33333333333333,4.33333333333333,32,Female,Middle,5.66666666666667,5.75,6,4.5,7,3
PAK245,Pakistan,27,Female,Upper middle,Non-government,Muslim: Shia,Unmarried,7,7,6,7,7,7,5,3,4,4,5,5,6,7,6,2,6,2,,7,7,3,2,3,7,6,7,6,7,7,5,7,4.5,6.5,2,34,1,6,4.5,6,5.5,5.5,5.5,3.33333333333333,6.33333333333333,6.66666666666667,7,4.33333333333333,6.66666666666667,6.25,5.5,34,6.33333333333333,3.33333333333333,6.66666666666667,7,4.33333333333333,27,Female,Upper middle,6.66666666666667,6.25,7,4.5,6.5,2
PAK246,Pakistan,29,Female,Middle,Government,Muslim: Shia,Married,7,7,6,7,6,7,2,4,4,4,6,5,5,6,5,5,6,2,,7,7,2,3,2,7,6,6,6,6,7,4,7,4.5,6,1,32,1,5,4.5,5.5,5,5.5,5.5,4.33333333333333,5.33333333333333,6.66666666666667,6.66666666666667,4.16666666666667,6.33333333333333,5.75,5,32,5.33333333333333,4.33333333333333,6.66666666666667,6.66666666666667,4.16666666666667,29,Female,Middle,6.33333333333333,5.75,7,4.5,6,1
PAK247,Pakistan,33,Female,Upper,Self-employed,Muslim: Shia,Married,3,3,1,4,1,1,1,1,1,1,1,1,6,6,6,6,6,6,,7,5,6,6,5,5,3,5,6,7,6,6,3,1,6.5,1,30,1,6,5,6.5,2.5,4.5,4.5,6,6,2.33333333333333,2,1,4.33333333333333,6.25,2.5,30,6,6,2.33333333333333,2,1,33,Female,Upper,4.33333333333333,6.25,3,1,6.5,1
PAK248,Pakistan,26,Female,Middle,Non-government,Muslim: Shia,Married,7,7,7,7,7,5,4,4,4,1,4,2,6,6,6,6,5,2,,6,6,5,3,2,7,6,6,5,4,4,5,4,4,5.5,2,40.5,1,7,7,7,6,6.5,6,4.33333333333333,6,7,6.33333333333333,3.16666666666667,6.33333333333333,4.5,6,40.5,6,4.33333333333333,7,6.33333333333333,3.16666666666667,26,Female,Middle,6.33333333333333,4.5,4,4,5.5,2
PAK249,Pakistan,34,Female,Upper middle,Self-employed,Muslim: Shia,Unmarried,6,7,7,7,6,6,6,2,4,2,5,3,7,7,7,2,5,2,,3,4,6,6,6,7,4,7,7,7,7,6,6,1,5.5,1,36,2,6,6,6,5.5,5,5.5,3,7,6.66666666666667,6.33333333333333,3.66666666666667,6,6.75,5.5,36,7,3,6.66666666666667,6.33333333333333,3.66666666666667,34,Female,Upper middle,6,6.75,6,1,5.5,1
PAK25,Pakistan,19,Female,Middle,Government,Christian: Catholic,Unmarried,6,6,6,6,6,5,6,6,4,6,5,6,7,1,7,2,2,2,,3,4,6,2,3,4,7,4,4,4,4,6,3,2,5.5,1,33.5,1,6,6,5,6,5.5,4,2,5,6,5.66666666666667,5.5,5,4.5,6,33.5,5,2,6,5.66666666666667,5.5,19,Female,Middle,5,4.5,3,2,5.5,1
PAK250,Pakistan,32,Female,Lower middle,Government,Muslim: Shia,Married,7,7,7,7,7,7,1,1,1,1,1,1,2,2,3,5,3,2,,5,4,4,5,3,3,5,7,6,5,5,5,7,7,2,2,34,1,7,6,6,5.5,5.5,3,3.33333333333333,2.33333333333333,7,7,1,5,5.25,5.5,34,2.33333333333333,3.33333333333333,7,7,1,32,Female,Lower middle,5,5.25,7,7,2,2
PAK251,Pakistan,33,Female,Middle,Self-employed,Muslim: Shia,Married,6,6,6,6,6,6,2,2,2,1,1,1,6,6,6,3,3,3,,6,6,4,6,4,6,6,6,6,6,5,5,6,4,6,1,36,1,7,6,6,5,5,6,3,6,6,6,1.5,6,5.5,5,36,6,3,6,6,1.5,33,Female,Middle,6,5.5,6,4,6,1
PAK252,Pakistan,27,Female,Middle,Non-government,Muslim: Shia,Unmarried,7,7,6,2,6,7,5,4,4,4,6,5,6,6,7,3,6,2,,7,7,2,2,2,7,6,6,6,6,7,5,7,5,6,1,35,2,6,4.5,5.5,5,5.5,6.5,3.66666666666667,6.33333333333333,6.66666666666667,5,4.66666666666667,6.33333333333333,6,5,35,6.33333333333333,3.66666666666667,6.66666666666667,5,4.66666666666667,27,Female,Middle,6.33333333333333,6,7,5,6,1
PAK253,Pakistan,35,Female,Upper middle,Self-employed,Muslim: Shia,Married,6,5,7,3,6,5,6,4,4,6,4,6,6,6,5,2,5,3,,6,7,1,1,3,7,6,7,7,5,6,5,6,5.5,5.5,2,36,3,5,5,6.5,5.5,5.5,5.5,3.33333333333333,5.66666666666667,6,4.66666666666667,5,6.66666666666667,5.75,5.5,36,5.66666666666667,3.33333333333333,6,4.66666666666667,5,35,Female,Upper middle,6.66666666666667,5.75,6,5.5,5.5,2
PAK254,Pakistan,27,Male,Middle,Non-government,Christian: Protestant,Unmarried,6,6,6,6,7,7,2,2,2,2,3,3,6,6,6,1,1,1,,6,6,1,1,2,7,6,6,6,6,6,5,4,5,6.5,2,35.5,5,2,6,6,5.5,6,5,1,6,6,6.66666666666667,2.33333333333333,6.33333333333333,5.75,5.5,35.5,6,1,6,6.66666666666667,2.33333333333333,27,Male,Middle,6.33333333333333,5.75,4,5,6.5,2
PAK255,Pakistan,25,Male,Lower middle,Government,Christian: Catholic,Married,5,6,6,5,6,7,3,3,2,2,2,3,7,7,6,3,4,3,,6,7,2,5,2,6,5,7,7,7,7,5,4,5.5,6,3,37.5,2,7,5.5,5.5,6,5.5,6,3.33333333333333,6.66666666666667,5.66666666666667,6,2.5,6,6.5,6,37.5,6.66666666666667,3.33333333333333,5.66666666666667,6,2.5,25,Male,Lower middle,6,6.5,4,5.5,6,3
PAK256,Pakistan,50,Male,Middle,Non-government,Christian: Protestant,Married,6,6,6,6,6,6,4,4,4,4,4,4,6,5,5,5,4,4,,4,5,5,5,4,5,3,6,5,6,6,6,4,4,6,4,30.5,6,1,5,5.5,4,4,5,4.33333333333333,5.33333333333333,6,6,4,4.66666666666667,5.75,4,30.5,5.33333333333333,4.33333333333333,6,6,4,50,Male,Middle,4.66666666666667,5.75,4,4,6,4
PAK257,Pakistan,57,Male,Upper middle,Non-government,Christian: Protestant,Married,7,7,7,7,7,7,1,2,2,1,3,2,7,7,7,2,3,3,,6,5,3,3,3,6,5,6,6,6,6,6,3,3,6,3,36.5,1,6,5.5,6,6,6.5,5.5,2.66666666666667,7,7,7,1.83333333333333,5.66666666666667,6,6,36.5,7,2.66666666666667,7,7,1.83333333333333,57,Male,Upper middle,5.66666666666667,6,3,3,6,3
PAK258,Pakistan,60,Male,Middle,Government,Christian: Protestant,Married,7,7,7,7,7,7,3,4,4,1,2,2,7,7,7,1,2,1,,7,7,1,3,1,7,7,7,7,7,6,7,5,1,7,1,39,7,1,7,6,5,7,6,1.33333333333333,7,7,7,2.66666666666667,7,6.75,5,39,7,1.33333333333333,7,7,2.66666666666667,60,Male,Middle,7,6.75,5,1,7,1
PAK259,Pakistan,55,Male,Middle,Government,Christian: Catholic,Married,7,7,7,7,7,7,3,4,4,1,2,2,7,7,7,2,2,2,,6,6,2,3,3,7,7,7,7,7,6,7,5,1,7,1,39.5,1,6,7,7,6,7,5.5,2,7,7,7,2.66666666666667,7,6.75,6,39.5,7,2,7,7,2.66666666666667,55,Male,Middle,7,6.75,5,1,7,1
PAK26,Pakistan,19,Male,Middle,Government,Christian: Catholic,Unmarried,7,7,7,7,7,7,6,6,6,7,6,6,1,1,4,2,1,2,,3,7,1,1,1,6,7,7,6,5,7,7,5,4.5,6.5,2,41.5,1,7,6.5,7,7,6.5,6.5,1.66666666666667,2,7,7,6.16666666666667,6.66666666666667,6.25,7,41.5,2,1.66666666666667,7,7,6.16666666666667,19,Male,Middle,6.66666666666667,6.25,5,4.5,6.5,2
PAK260,Pakistan,26,Male,Middle,Non-government,Christian: Catholic,Unmarried,6,6,6,4,5,6,4,5,5,6,4,4,6,6,5,2,6,5,,5,4,4,4,6,5,4,3,5,4,4,5,4,5,6,5,29,4,5,4.5,4,3.5,4.5,3.5,4.33333333333333,5.66666666666667,6,5,4.66666666666667,4,4.5,3.5,29,5.66666666666667,4.33333333333333,6,5,4.66666666666667,26,Male,Middle,4,4.5,4,5,6,5
PAK261,Pakistan,33,Male,Middle,Non-government,Christian: Protestant,Married,6,6,6,7,7,7,3,3,3,1,3,3,5,5,7,4,4,4,,5,6,4,4,4,5,6,5,5,4,5,5,4,4,7,2,40,1,7,7,6,6.5,6.5,6,4,5.66666666666667,6,7,2.66666666666667,5.33333333333333,4.75,6.5,40,5.66666666666667,4,6,7,2.66666666666667,33,Male,Middle,5.33333333333333,4.75,4,4,7,2
PAK262,Pakistan,28,Male,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,2,2,12,2,1,2,6,6,6,1,3,2,,7,6,2,2,1,3,2,6,6,6,6,4,4,3,5.5,6,38,1,7,7,7,5.5,5,5.5,2,6,7,7,3.5,3.66666666666667,5.5,5.5,38,6,2,7,7,3.5,28,Male,Lower middle,3.66666666666667,5.5,4,3,5.5,6
PAK263,Pakistan,28,Male,Lower middle,Government,Christian: Catholic,Married,7,7,7,7,7,7,2,2,12,2,1,2,6,6,7,1,3,2,,7,6,2,2,1,3,2,6,6,6,6,4,4,3,6.5,6,37.5,1,7,6.5,6.5,5.5,5.5,5.5,2,6.33333333333333,7,7,3.5,3.66666666666667,5.5,5.5,37.5,6.33333333333333,2,7,7,3.5,28,Male,Lower middle,3.66666666666667,5.5,4,3,6.5,6
